episode,step,s0,s1,s2,s3,a,r,s_0,s_1,s_2,s_3,p0,p1
10,25,0.237,0.172,-0.188,-0.475,1,1.0,0.24,0.363,-0.198,-0.679,0.32,1.0
10,26,0.24,0.363,-0.198,-0.679,1,1.0,0.247,0.554,-0.212,-0.885,0.32,1.0
11,0,-0.037,-0.0,0.01,-0.047,0,1.0,-0.037,-0.256,0.009,1.575,0.22,0.1
11,1,-0.037,-0.256,0.009,1.575,1,1.0,-0.042,-0.002,0.041,-0.014,0.22,0.1
11,2,-0.042,-0.002,0.041,-0.014,0,1.0,-0.042,-0.259,0.04,1.659,0.22,0.1
11,3,-0.042,-0.259,0.04,1.659,1,1.0,-0.047,-0.008,0.074,0.125,0.22,0.1
11,4,-0.047,-0.008,0.074,0.125,0,1.0,-0.048,-0.268,0.076,1.851,0.22,0.1
11,5,-0.048,-0.268,0.076,1.851,1,1.0,-0.053,-0.019,0.113,0.382,0.22,0.1
11,6,-0.053,-0.019,0.113,0.382,0,1.0,-0.053,-0.282,0.121,2.167,0.22,0.1
11,7,-0.053,-0.282,0.121,2.167,0,1.0,-0.059,-0.544,0.164,3.959,0.22,0.1
11,8,-0.059,-0.544,0.164,3.959,1,1.0,-0.07,-0.301,0.243,2.645,0.22,0.1
12,0,-0.025,0.045,-0.031,-0.032,1,1.0,-0.024,0.237,-0.032,-0.269,0.5,0.9
12,1,-0.024,0.237,-0.032,-0.269,1,1.0,-0.019,0.43,-0.037,-0.507,0.5,0.9
12,2,-0.019,0.43,-0.037,-0.507,1,1.0,-0.011,0.623,-0.047,-0.746,0.5,0.9
12,3,-0.011,0.623,-0.047,-0.746,0,1.0,0.002,0.431,-0.062,-0.528,0.5,0.9
12,4,0.002,0.431,-0.062,-0.528,0,1.0,0.01,0.239,-0.073,-0.314,0.5,0.9
12,5,0.01,0.239,-0.073,-0.314,1,1.0,0.015,0.432,-0.079,-0.561,0.5,0.9
12,6,0.015,0.432,-0.079,-0.561,0,1.0,0.024,0.241,-0.09,-0.352,0.5,0.9
12,7,0.024,0.241,-0.09,-0.352,0,1.0,0.029,0.05,-0.097,-0.146,0.5,0.9
12,8,0.029,0.05,-0.097,-0.146,0,1.0,0.03,-0.141,-0.1,0.058,0.5,0.9
12,9,0.03,-0.141,-0.1,0.058,1,1.0,0.027,0.052,-0.099,-0.195,0.5,0.9
12,10,0.027,0.052,-0.099,-0.195,1,1.0,0.028,0.245,-0.103,-0.447,0.5,0.9
12,11,0.028,0.245,-0.103,-0.447,0,1.0,0.033,0.054,-0.112,-0.244,0.5,0.9
12,12,0.033,0.054,-0.112,-0.244,1,1.0,0.034,0.248,-0.117,-0.499,0.5,0.9
12,13,0.034,0.248,-0.117,-0.499,0,1.0,0.039,0.057,-0.127,-0.301,0.5,0.9
12,14,0.039,0.057,-0.127,-0.301,0,1.0,0.04,-0.134,-0.133,-0.106,0.5,0.9
12,15,0.04,-0.134,-0.133,-0.106,1,1.0,0.037,0.06,-0.135,-0.364,0.5,0.9
12,16,0.037,0.06,-0.135,-0.364,1,1.0,0.038,0.253,-0.142,-0.623,0.5,0.9
12,17,0.038,0.253,-0.142,-0.623,0,1.0,0.044,0.063,-0.155,-0.432,0.5,0.9
12,18,0.044,0.063,-0.155,-0.432,0,1.0,0.045,-0.128,-0.163,-0.245,0.5,0.9
12,19,0.045,-0.128,-0.163,-0.245,0,1.0,0.042,-0.318,-0.168,-0.061,0.5,0.9
12,20,0.042,-0.318,-0.168,-0.061,1,1.0,0.036,-0.124,-0.169,-0.326,0.5,0.9
12,21,0.036,-0.124,-0.169,-0.326,1,1.0,0.033,0.07,-0.176,-0.59,0.5,0.9
12,22,0.033,0.07,-0.176,-0.59,1,1.0,0.035,0.263,-0.188,-0.856,0.5,0.9
12,23,0.035,0.263,-0.188,-0.856,0,1.0,0.04,0.073,-0.205,-0.679,0.5,0.9
12,24,0.04,0.073,-0.205,-0.679,0,1.0,0.041,-0.116,-0.218,-0.508,0.5,0.9
13,0,0.036,0.036,0.031,-0.024,1,1.0,0.037,0.241,0.031,-0.536,0.21,0.3
13,1,0.037,0.241,0.031,-0.536,0,1.0,0.042,0.034,0.02,0.011,0.21,0.3
13,2,0.042,0.034,0.02,0.011,0,1.0,0.043,-0.173,0.02,0.553,0.21,0.3
13,3,0.043,-0.173,0.02,0.553,0,1.0,0.039,-0.379,0.031,1.095,0.21,0.3
13,4,0.039,-0.379,0.031,1.095,0,1.0,0.032,-0.586,0.053,1.643,0.21,0.3
13,5,0.032,-0.586,0.053,1.643,0,1.0,0.02,-0.793,0.086,2.202,0.21,0.3
13,6,0.02,-0.793,0.086,2.202,0,1.0,0.004,-1.0,0.13,2.778,0.21,0.3
13,7,0.004,-1.0,0.13,2.778,0,1.0,-0.016,-1.208,0.186,3.374,0.21,0.3
13,8,-0.016,-1.208,0.186,3.374,0,1.0,-0.04,-1.415,0.253,3.992,0.21,0.3
14,0,0.033,-0.014,0.02,0.036,1,1.0,0.033,0.183,0.021,-0.295,0.93,1.1
14,1,0.033,0.183,0.021,-0.295,1,1.0,0.036,0.38,0.015,-0.626,0.93,1.1
14,2,0.036,0.38,0.015,-0.626,0,1.0,0.044,0.182,0.003,-0.282,0.93,1.1
14,3,0.044,0.182,0.003,-0.282,0,1.0,0.048,-0.015,-0.003,0.058,0.93,1.1
14,4,0.048,-0.015,-0.003,0.058,1,1.0,0.047,0.182,-0.002,-0.282,0.93,1.1
14,5,0.047,0.182,-0.002,-0.282,0,1.0,0.051,-0.015,-0.008,0.056,0.93,1.1
14,6,0.051,-0.015,-0.008,0.056,0,1.0,0.051,-0.212,-0.006,0.392,0.93,1.1
14,7,0.051,-0.212,-0.006,0.392,0,1.0,0.047,-0.409,0.001,0.729,0.93,1.1
14,8,0.047,-0.409,0.001,0.729,1,1.0,0.038,-0.212,0.016,0.39,0.93,1.1
14,9,0.038,-0.212,0.016,0.39,1,1.0,0.034,-0.015,0.024,0.058,0.93,1.1
14,10,0.034,-0.015,0.024,0.058,1,1.0,0.034,0.182,0.025,-0.272,0.93,1.1
14,11,0.034,0.182,0.025,-0.272,1,1.0,0.037,0.379,0.02,-0.601,0.93,1.1
14,12,0.037,0.379,0.02,-0.601,0,1.0,0.045,0.181,0.007,-0.256,0.93,1.1
14,13,0.045,0.181,0.007,-0.256,1,1.0,0.049,0.378,0.002,-0.592,0.93,1.1
14,14,0.049,0.378,0.002,-0.592,0,1.0,0.056,0.181,-0.009,-0.252,0.93,1.1
14,15,0.056,0.181,-0.009,-0.252,1,1.0,0.06,0.378,-0.015,-0.594,0.93,1.1
14,16,0.06,0.378,-0.015,-0.594,1,1.0,0.067,0.576,-0.026,-0.938,0.93,1.1
14,17,0.067,0.576,-0.026,-0.938,0,1.0,0.079,0.379,-0.045,-0.61,0.93,1.1
14,18,0.079,0.379,-0.045,-0.61,0,1.0,0.087,0.183,-0.057,-0.289,0.93,1.1
14,19,0.087,0.183,-0.057,-0.289,1,1.0,0.09,0.381,-0.063,-0.646,0.93,1.1
14,20,0.09,0.381,-0.063,-0.646,1,1.0,0.098,0.579,-0.076,-1.004,0.93,1.1
14,21,0.098,0.579,-0.076,-1.004,0,1.0,0.109,0.383,-0.096,-0.697,0.93,1.1
14,22,0.109,0.383,-0.096,-0.697,0,1.0,0.117,0.188,-0.11,-0.4,0.93,1.1
14,23,0.117,0.188,-0.11,-0.4,1,1.0,0.121,0.386,-0.118,-0.769,0.93,1.1
14,24,0.121,0.386,-0.118,-0.769,1,1.0,0.128,0.585,-0.133,-1.139,0.93,1.1
14,25,0.128,0.585,-0.133,-1.139,0,1.0,0.14,0.39,-0.156,-0.86,0.93,1.1
14,26,0.14,0.39,-0.156,-0.86,1,1.0,0.148,0.589,-0.173,-1.236,0.93,1.1
14,27,0.148,0.589,-0.173,-1.236,1,1.0,0.16,0.787,-0.198,-1.613,0.93,1.1
14,28,0.16,0.787,-0.198,-1.613,1,1.0,0.175,0.985,-0.23,-1.991,0.93,1.1
15,0,0.019,0.032,-0.016,-0.046,0,1.0,0.02,-0.156,-0.016,0.079,0.15,1.2
15,1,0.02,-0.156,-0.016,0.079,0,1.0,0.017,-0.343,-0.015,0.203,0.15,1.2
15,2,0.017,-0.343,-0.015,0.203,1,1.0,0.01,-0.156,-0.011,0.075,0.15,1.2
15,3,0.01,-0.156,-0.011,0.075,0,1.0,0.007,-0.343,-0.009,0.2,0.15,1.2
15,4,0.007,-0.343,-0.009,0.2,0,1.0,-0.0,-0.531,-0.005,0.325,0.15,1.2
15,5,-0.0,-0.531,-0.005,0.325,1,1.0,-0.011,-0.343,0.001,0.198,0.15,1.2
15,6,-0.011,-0.343,0.001,0.198,0,1.0,-0.018,-0.531,0.005,0.324,0.15,1.2
15,7,-0.018,-0.531,0.005,0.324,0,1.0,-0.028,-0.718,0.012,0.452,0.15,1.2
15,8,-0.028,-0.718,0.012,0.452,0,1.0,-0.043,-0.906,0.021,0.58,0.15,1.2
15,9,-0.043,-0.906,0.021,0.58,0,1.0,-0.061,-1.094,0.032,0.709,0.15,1.2
15,10,-0.061,-1.094,0.032,0.709,1,1.0,-0.083,-0.906,0.046,0.587,0.15,1.2
15,11,-0.083,-0.906,0.046,0.587,1,1.0,-0.101,-0.719,0.058,0.467,0.15,1.2
15,12,-0.101,-0.719,0.058,0.467,0,1.0,-0.115,-0.907,0.068,0.601,0.15,1.2
15,13,-0.115,-0.907,0.068,0.601,1,1.0,-0.133,-0.72,0.08,0.484,0.15,1.2
15,14,-0.133,-0.72,0.08,0.484,1,1.0,-0.148,-0.533,0.089,0.369,0.15,1.2
15,15,-0.148,-0.533,0.089,0.369,0,1.0,-0.158,-0.721,0.097,0.507,0.15,1.2
15,16,-0.158,-0.721,0.097,0.507,0,1.0,-0.173,-0.909,0.107,0.646,0.15,1.2
15,17,-0.173,-0.909,0.107,0.646,1,1.0,-0.191,-0.722,0.12,0.535,0.15,1.2
15,18,-0.191,-0.722,0.12,0.535,0,1.0,-0.205,-0.91,0.13,0.677,0.15,1.2
15,19,-0.205,-0.91,0.13,0.677,1,1.0,-0.223,-0.723,0.144,0.569,0.15,1.2
15,20,-0.223,-0.723,0.144,0.569,1,1.0,-0.238,-0.537,0.155,0.463,0.15,1.2
15,21,-0.238,-0.537,0.155,0.463,0,1.0,-0.249,-0.725,0.165,0.609,0.15,1.2
15,22,-0.249,-0.725,0.165,0.609,1,1.0,-0.263,-0.539,0.177,0.507,0.15,1.2
15,23,-0.263,-0.539,0.177,0.507,0,1.0,-0.274,-0.727,0.187,0.655,0.15,1.2
15,24,-0.274,-0.727,0.187,0.655,0,1.0,-0.288,-0.915,0.2,0.804,0.15,1.2
15,25,-0.288,-0.915,0.2,0.804,1,1.0,-0.307,-0.729,0.216,0.708,0.15,1.2
16,0,0.007,-0.007,-0.041,-0.015,0,1.0,0.007,-0.224,-0.041,0.77,0.86,0.4
16,1,0.007,-0.224,-0.041,0.77,0,1.0,0.002,-0.442,-0.025,1.556,0.86,0.4
16,2,0.002,-0.442,-0.025,1.556,1,1.0,-0.007,-0.222,0.006,0.71,0.86,0.4
16,3,-0.007,-0.222,0.006,0.71,0,1.0,-0.011,-0.441,0.02,1.539,0.86,0.4
16,4,-0.011,-0.441,0.02,1.539,1,1.0,-0.02,-0.223,0.051,0.733,0.86,0.4
16,5,-0.02,-0.223,0.051,0.733,0,1.0,-0.024,-0.444,0.065,1.598,0.86,0.4
16,6,-0.024,-0.444,0.065,1.598,1,1.0,-0.033,-0.227,0.097,0.838,0.86,0.4
16,7,-0.033,-0.227,0.097,0.838,1,1.0,-0.038,-0.013,0.114,0.113,0.86,0.4
16,8,-0.038,-0.013,0.114,0.113,0,1.0,-0.038,-0.235,0.116,1.016,0.86,0.4
16,9,-0.038,-0.235,0.116,1.016,1,1.0,-0.043,-0.022,0.137,0.314,0.86,0.4
16,10,-0.043,-0.022,0.137,0.314,0,1.0,-0.043,-0.245,0.143,1.227,0.86,0.4
16,11,-0.043,-0.245,0.143,1.227,0,1.0,-0.048,-0.467,0.167,2.142,0.86,0.4
16,12,-0.048,-0.467,0.167,2.142,0,1.0,-0.058,-0.69,0.21,3.063,0.86,0.4
17,0,0.035,-0.034,0.006,-0.013,1,1.0,0.034,0.165,0.006,-0.38,0.79,0.8
17,1,0.034,0.165,0.006,-0.38,1,1.0,0.037,0.363,-0.002,-0.748,0.79,0.8
17,2,0.037,0.363,-0.002,-0.748,1,1.0,0.044,0.562,-0.017,-1.118,0.79,0.8
17,3,0.044,0.562,-0.017,-1.118,0,1.0,0.056,0.363,-0.039,-0.755,0.79,0.8
17,4,0.056,0.363,-0.039,-0.755,0,1.0,0.063,0.166,-0.055,-0.402,0.79,0.8
17,5,0.063,0.166,-0.055,-0.402,0,1.0,0.066,-0.032,-0.063,-0.056,0.79,0.8
17,6,0.066,-0.032,-0.063,-0.056,0,1.0,0.066,-0.229,-0.064,0.286,0.79,0.8
17,7,0.066,-0.229,-0.064,0.286,1,1.0,0.061,-0.03,-0.058,-0.106,0.79,0.8
17,8,0.061,-0.03,-0.058,-0.106,0,1.0,0.06,-0.227,-0.06,0.238,0.79,0.8
17,9,0.06,-0.227,-0.06,0.238,1,1.0,0.056,-0.028,-0.055,-0.153,0.79,0.8
17,10,0.056,-0.028,-0.055,-0.153,0,1.0,0.055,-0.225,-0.058,0.193,0.79,0.8
17,11,0.055,-0.225,-0.058,0.193,1,1.0,0.051,-0.026,-0.055,-0.198,0.79,0.8
17,12,0.051,-0.026,-0.055,-0.198,0,1.0,0.05,-0.223,-0.059,0.148,0.79,0.8
17,13,0.05,-0.223,-0.059,0.148,1,1.0,0.046,-0.024,-0.056,-0.242,0.79,0.8
17,14,0.046,-0.024,-0.056,-0.242,0,1.0,0.045,-0.221,-0.06,0.103,0.79,0.8
17,15,0.045,-0.221,-0.06,0.103,0,1.0,0.041,-0.418,-0.058,0.446,0.79,0.8
17,16,0.041,-0.418,-0.058,0.446,0,1.0,0.033,-0.616,-0.049,0.791,0.79,0.8
17,17,0.033,-0.616,-0.049,0.791,0,1.0,0.02,-0.814,-0.034,1.139,0.79,0.8
17,18,0.02,-0.814,-0.034,1.139,1,1.0,0.004,-0.614,-0.011,0.757,0.79,0.8
17,19,0.004,-0.614,-0.011,0.757,1,1.0,-0.008,-0.416,0.004,0.383,0.79,0.8
17,20,-0.008,-0.416,0.004,0.383,0,1.0,-0.017,-0.614,0.012,0.755,0.79,0.8
17,21,-0.017,-0.614,0.012,0.755,0,1.0,-0.029,-0.813,0.027,1.129,0.79,0.8
17,22,-0.029,-0.813,0.027,1.129,0,1.0,-0.045,-1.012,0.05,1.508,0.79,0.8
17,23,-0.045,-1.012,0.05,1.508,0,1.0,-0.065,-1.211,0.08,1.896,0.79,0.8
17,24,-0.065,-1.211,0.08,1.896,0,1.0,-0.09,-1.411,0.118,2.292,0.79,0.8
17,25,-0.09,-1.411,0.118,2.292,1,1.0,-0.118,-1.214,0.164,1.976,0.79,0.8
17,26,-0.118,-1.214,0.164,1.976,1,1.0,-0.142,-1.019,0.203,1.685,0.79,0.8
17,27,-0.142,-1.019,0.203,1.685,1,1.0,-0.163,-0.825,0.237,1.415,0.79,0.8
18,0,-0.01,0.022,-0.022,-0.042,1,1.0,-0.01,0.208,-0.023,-0.143,0.03,1.4
18,1,-0.01,0.208,-0.023,-0.143,1,1.0,-0.005,0.395,-0.026,-0.245,0.03,1.4
18,2,-0.005,0.395,-0.026,-0.245,1,1.0,0.002,0.581,-0.031,-0.347,0.03,1.4
18,3,0.002,0.581,-0.031,-0.347,1,1.0,0.014,0.768,-0.037,-0.45,0.03,1.4
18,4,0.014,0.768,-0.037,-0.45,1,1.0,0.029,0.954,-0.046,-0.554,0.03,1.4
18,5,0.029,0.954,-0.046,-0.554,0,1.0,0.048,0.768,-0.058,-0.459,0.03,1.4
18,6,0.048,0.768,-0.058,-0.459,0,1.0,0.064,0.582,-0.067,-0.366,0.03,1.4
18,7,0.064,0.582,-0.067,-0.366,0,1.0,0.075,0.396,-0.074,-0.274,0.03,1.4
18,8,0.075,0.396,-0.074,-0.274,1,1.0,0.083,0.583,-0.08,-0.381,0.03,1.4
18,9,0.083,0.583,-0.08,-0.381,1,1.0,0.095,0.769,-0.087,-0.489,0.03,1.4
18,10,0.095,0.769,-0.087,-0.489,0,1.0,0.11,0.583,-0.097,-0.399,0.03,1.4
18,11,0.11,0.583,-0.097,-0.399,1,1.0,0.122,0.77,-0.105,-0.508,0.03,1.4
18,12,0.122,0.77,-0.105,-0.508,1,1.0,0.137,0.957,-0.115,-0.618,0.03,1.4
18,13,0.137,0.957,-0.115,-0.618,1,1.0,0.157,1.144,-0.127,-0.729,0.03,1.4
18,14,0.157,1.144,-0.127,-0.729,1,1.0,0.18,1.33,-0.142,-0.842,0.03,1.4
18,15,0.18,1.33,-0.142,-0.842,1,1.0,0.206,1.517,-0.159,-0.955,0.03,1.4
18,16,0.206,1.517,-0.159,-0.955,0,1.0,0.236,1.332,-0.178,-0.874,0.03,1.4
18,17,0.236,1.332,-0.178,-0.874,0,1.0,0.263,1.146,-0.195,-0.795,0.03,1.4
18,18,0.263,1.146,-0.195,-0.795,1,1.0,0.286,1.333,-0.211,-0.913,0.03,1.4
19,0,-0.008,0.043,-0.023,-0.044,1,1.0,-0.007,0.253,-0.023,-0.677,0.82,0.5
19,1,-0.007,0.253,-0.023,-0.677,1,1.0,-0.002,0.464,-0.037,-1.311,0.82,0.5
19,2,-0.002,0.464,-0.037,-1.311,1,1.0,0.007,0.675,-0.063,-1.952,0.82,0.5
19,3,0.007,0.675,-0.063,-1.952,0,1.0,0.021,0.467,-0.102,-1.379,0.82,0.5
19,4,0.021,0.467,-0.102,-1.379,1,1.0,0.03,0.679,-0.13,-2.053,0.82,0.5
19,5,0.03,0.679,-0.13,-2.053,1,1.0,0.044,0.891,-0.171,-2.737,0.82,0.5
19,6,0.044,0.891,-0.171,-2.737,0,1.0,0.061,0.686,-0.226,-2.254,0.82,0.5
20,0,-0.022,-0.004,-0.038,0.002,0,1.0,-0.022,-0.2,-0.038,0.319,0.46,0.6
20,1,-0.022,-0.2,-0.038,0.319,0,1.0,-0.026,-0.396,-0.031,0.637,0.46,0.6
20,2,-0.026,-0.396,-0.031,0.637,1,1.0,-0.034,-0.199,-0.019,0.295,0.46,0.6
20,3,-0.034,-0.199,-0.019,0.295,0,1.0,-0.038,-0.396,-0.013,0.619,0.46,0.6
20,4,-0.038,-0.396,-0.013,0.619,1,1.0,-0.046,-0.198,-0.0,0.283,0.46,0.6
20,5,-0.046,-0.198,-0.0,0.283,0,1.0,-0.05,-0.395,0.005,0.614,0.46,0.6
20,6,-0.05,-0.395,0.005,0.614,0,1.0,-0.058,-0.592,0.018,0.947,0.46,0.6
20,7,-0.058,-0.592,0.018,0.947,1,1.0,-0.07,-0.396,0.037,0.623,0.46,0.6
20,8,-0.07,-0.396,0.037,0.623,0,1.0,-0.078,-0.593,0.049,0.966,0.46,0.6
20,9,-0.078,-0.593,0.049,0.966,0,1.0,-0.089,-0.791,0.068,1.314,0.46,0.6
20,10,-0.089,-0.791,0.068,1.314,0,1.0,-0.105,-0.988,0.095,1.668,0.46,0.6
20,11,-0.105,-0.988,0.095,1.668,0,1.0,-0.125,-1.186,0.128,2.029,0.46,0.6
20,12,-0.125,-1.186,0.128,2.029,1,1.0,-0.149,-0.991,0.169,1.748,0.46,0.6
20,13,-0.149,-0.991,0.169,1.748,1,1.0,-0.169,-0.797,0.203,1.484,0.46,0.6
20,14,-0.169,-0.797,0.203,1.484,1,1.0,-0.184,-0.604,0.233,1.235,0.46,0.6
21,0,0.028,0.011,0.021,-0.041,1,1.0,0.028,0.197,0.02,-0.135,0.37,1.9
21,1,0.028,0.197,0.02,-0.135,0,1.0,0.032,0.01,0.017,-0.037,0.37,1.9
21,2,0.032,0.01,0.017,-0.037,1,1.0,0.032,0.196,0.017,-0.131,0.37,1.9
21,3,0.032,0.196,0.017,-0.131,0,1.0,0.036,0.01,0.014,-0.033,0.37,1.9
21,4,0.036,0.01,0.014,-0.033,1,1.0,0.037,0.196,0.013,-0.128,0.37,1.9
21,5,0.037,0.196,0.013,-0.128,1,1.0,0.041,0.382,0.011,-0.222,0.37,1.9
21,6,0.041,0.382,0.011,-0.222,0,1.0,0.048,0.196,0.006,-0.125,0.37,1.9
21,7,0.048,0.196,0.006,-0.125,0,1.0,0.052,0.01,0.004,-0.029,0.37,1.9
21,8,0.052,0.01,0.004,-0.029,1,1.0,0.052,0.196,0.003,-0.124,0.37,1.9
21,9,0.052,0.196,0.003,-0.124,0,1.0,0.056,0.01,0.001,-0.028,0.37,1.9
21,10,0.056,0.01,0.001,-0.028,1,1.0,0.056,0.196,0.0,-0.124,0.37,1.9
21,11,0.056,0.196,0.0,-0.124,0,1.0,0.06,0.01,-0.002,-0.028,0.37,1.9
21,12,0.06,0.01,-0.002,-0.028,1,1.0,0.061,0.196,-0.003,-0.124,0.37,1.9
21,13,0.061,0.196,-0.003,-0.124,1,1.0,0.064,0.382,-0.005,-0.22,0.37,1.9
21,14,0.064,0.382,-0.005,-0.22,1,1.0,0.072,0.569,-0.01,-0.317,0.37,1.9
21,15,0.072,0.569,-0.01,-0.317,0,1.0,0.083,0.382,-0.016,-0.222,0.37,1.9
21,16,0.083,0.382,-0.016,-0.222,1,1.0,0.091,0.569,-0.02,-0.319,0.37,1.9
21,17,0.091,0.569,-0.02,-0.319,0,1.0,0.103,0.383,-0.027,-0.226,0.37,1.9
21,18,0.103,0.383,-0.027,-0.226,0,1.0,0.11,0.197,-0.031,-0.132,0.37,1.9
21,19,0.11,0.197,-0.031,-0.132,0,1.0,0.114,0.011,-0.034,-0.04,0.37,1.9
21,20,0.114,0.011,-0.034,-0.04,1,1.0,0.114,0.197,-0.035,-0.139,0.37,1.9
21,21,0.114,0.197,-0.035,-0.139,1,1.0,0.118,0.383,-0.037,-0.239,0.37,1.9
21,22,0.118,0.383,-0.037,-0.239,1,1.0,0.126,0.57,-0.042,-0.338,0.37,1.9
21,23,0.126,0.57,-0.042,-0.338,0,1.0,0.137,0.384,-0.049,-0.247,0.37,1.9
21,24,0.137,0.384,-0.049,-0.247,1,1.0,0.145,0.57,-0.054,-0.348,0.37,1.9
21,25,0.145,0.57,-0.054,-0.348,1,1.0,0.156,0.756,-0.061,-0.449,0.37,1.9
21,26,0.156,0.756,-0.061,-0.449,1,1.0,0.171,0.943,-0.07,-0.551,0.37,1.9
21,27,0.171,0.943,-0.07,-0.551,0,1.0,0.19,0.757,-0.081,-0.463,0.37,1.9
21,28,0.19,0.757,-0.081,-0.463,0,1.0,0.205,0.571,-0.09,-0.375,0.37,1.9
21,29,0.205,0.571,-0.09,-0.375,0,1.0,0.217,0.385,-0.098,-0.289,0.37,1.9
21,30,0.217,0.385,-0.098,-0.289,1,1.0,0.225,0.572,-0.103,-0.395,0.37,1.9
21,31,0.225,0.572,-0.103,-0.395,1,1.0,0.236,0.759,-0.111,-0.5,0.37,1.9
21,32,0.236,0.759,-0.111,-0.5,0,1.0,0.251,0.573,-0.121,-0.417,0.37,1.9
21,33,0.251,0.573,-0.121,-0.417,1,1.0,0.263,0.76,-0.13,-0.524,0.37,1.9
21,34,0.263,0.76,-0.13,-0.524,1,1.0,0.278,0.946,-0.14,-0.632,0.37,1.9
21,35,0.278,0.946,-0.14,-0.632,0,1.0,0.297,0.761,-0.153,-0.552,0.37,1.9
21,36,0.297,0.761,-0.153,-0.552,1,1.0,0.312,0.948,-0.164,-0.662,0.37,1.9
21,37,0.312,0.948,-0.164,-0.662,0,1.0,0.331,0.762,-0.177,-0.585,0.37,1.9
21,38,0.331,0.762,-0.177,-0.585,0,1.0,0.346,0.577,-0.189,-0.509,0.37,1.9
21,39,0.346,0.577,-0.189,-0.509,0,1.0,0.358,0.392,-0.199,-0.435,0.37,1.9
21,40,0.358,0.392,-0.199,-0.435,1,1.0,0.366,0.579,-0.208,-0.548,0.37,1.9
21,41,0.366,0.579,-0.208,-0.548,1,1.0,0.377,0.765,-0.219,-0.662,0.37,1.9
22,0,-0.013,-0.03,-0.041,0.015,1,1.0,-0.014,0.346,-0.041,-4.258,0.98,0.1
22,1,-0.014,0.346,-0.041,-4.258,0,1.0,-0.007,-0.015,-0.126,-0.331,0.98,0.1
22,2,-0.007,-0.015,-0.126,-0.331,1,1.0,-0.007,0.369,-0.133,-4.822,0.98,0.1
22,3,-0.007,0.369,-0.133,-4.822,1,1.0,0.0,0.748,-0.229,-9.262,0.98,0.1
23,0,0.019,0.014,-0.037,-0.039,0,1.0,0.02,-0.174,-0.038,0.109,0.6,1.5
23,1,0.02,-0.174,-0.038,0.109,1,1.0,0.016,0.015,-0.036,-0.051,0.6,1.5
23,2,0.016,0.015,-0.036,-0.051,1,1.0,0.016,0.204,-0.037,-0.211,0.6,1.5
23,3,0.016,0.204,-0.037,-0.211,0,1.0,0.021,0.015,-0.041,-0.063,0.6,1.5
23,4,0.021,0.015,-0.041,-0.063,1,1.0,0.021,0.204,-0.042,-0.223,0.6,1.5
23,5,0.021,0.204,-0.042,-0.223,0,1.0,0.025,0.016,-0.047,-0.077,0.6,1.5
23,6,0.025,0.016,-0.047,-0.077,1,1.0,0.025,0.205,-0.048,-0.238,0.6,1.5
23,7,0.025,0.205,-0.048,-0.238,0,1.0,0.029,0.017,-0.053,-0.093,0.6,1.5
23,8,0.029,0.017,-0.053,-0.093,0,1.0,0.03,-0.172,-0.055,0.052,0.6,1.5
23,9,0.03,-0.172,-0.055,0.052,1,1.0,0.026,0.017,-0.054,-0.11,0.6,1.5
23,10,0.026,0.017,-0.054,-0.11,0,1.0,0.027,-0.171,-0.056,0.034,0.6,1.5
23,11,0.027,-0.171,-0.056,0.034,1,1.0,0.023,0.018,-0.055,-0.129,0.6,1.5
23,12,0.023,0.018,-0.055,-0.129,1,1.0,0.024,0.207,-0.058,-0.291,0.6,1.5
23,13,0.024,0.207,-0.058,-0.291,1,1.0,0.028,0.397,-0.064,-0.454,0.6,1.5
23,14,0.028,0.397,-0.064,-0.454,0,1.0,0.036,0.208,-0.073,-0.311,0.6,1.5
23,15,0.036,0.208,-0.073,-0.311,0,1.0,0.04,0.02,-0.079,-0.17,0.6,1.5
23,16,0.04,0.02,-0.079,-0.17,0,1.0,0.04,-0.168,-0.082,-0.031,0.6,1.5
23,17,0.04,-0.168,-0.082,-0.031,1,1.0,0.037,0.021,-0.083,-0.197,0.6,1.5
23,18,0.037,0.021,-0.083,-0.197,1,1.0,0.037,0.211,-0.087,-0.363,0.6,1.5
23,19,0.037,0.211,-0.087,-0.363,0,1.0,0.041,0.023,-0.094,-0.225,0.6,1.5
23,20,0.041,0.023,-0.094,-0.225,0,1.0,0.042,-0.165,-0.099,-0.088,0.6,1.5
23,21,0.042,-0.165,-0.099,-0.088,0,1.0,0.039,-0.353,-0.101,0.048,0.6,1.5
23,22,0.039,-0.353,-0.101,0.048,0,1.0,0.032,-0.541,-0.1,0.183,0.6,1.5
23,23,0.032,-0.541,-0.1,0.183,0,1.0,0.021,-0.729,-0.096,0.319,0.6,1.5
23,24,0.021,-0.729,-0.096,0.319,0,1.0,0.006,-0.917,-0.09,0.455,0.6,1.5
23,25,0.006,-0.917,-0.09,0.455,0,1.0,-0.012,-1.105,-0.08,0.593,0.6,1.5
23,26,-0.012,-1.105,-0.08,0.593,0,1.0,-0.034,-1.294,-0.069,0.732,0.6,1.5
23,27,-0.034,-1.294,-0.069,0.732,0,1.0,-0.06,-1.482,-0.054,0.874,0.6,1.5
23,28,-0.06,-1.482,-0.054,0.874,0,1.0,-0.09,-1.67,-0.036,1.018,0.6,1.5
23,29,-0.09,-1.67,-0.036,1.018,1,1.0,-0.123,-1.481,-0.016,0.859,0.6,1.5
