episode,step,s0,s1,s2,s3,a,r,s_0,s_1,s_2,s_3,p0,p1
18,10,0.048,0.039,-0.168,-0.435,0,1.0,0.049,-0.158,-0.176,-0.082,0.30510564447656036,0.39054008921497596
18,11,0.049,-0.158,-0.176,-0.082,1,1.0,0.045,0.046,-0.178,-0.596,0.30510564447656036,0.39054008921497596
18,12,0.045,0.046,-0.178,-0.596,1,1.0,0.046,0.251,-0.19,-1.109,0.30510564447656036,0.39054008921497596
18,13,0.046,0.251,-0.19,-1.109,0,1.0,0.051,0.054,-0.212,-0.769,0.30510564447656036,0.39054008921497596
19,0,-0.008,0.043,-0.023,-0.044,0,1.0,-0.007,-0.144,-0.023,0.068,0.06429163298287424,1.239005358213764
19,1,-0.007,-0.144,-0.023,0.068,0,1.0,-0.01,-0.331,-0.022,0.18,0.06429163298287424,1.239005358213764
19,2,-0.01,-0.331,-0.022,0.18,0,1.0,-0.017,-0.518,-0.019,0.293,0.06429163298287424,1.239005358213764
19,3,-0.017,-0.518,-0.019,0.293,0,1.0,-0.027,-0.705,-0.013,0.406,0.06429163298287424,1.239005358213764
19,4,-0.027,-0.705,-0.013,0.406,1,1.0,-0.041,-0.518,-0.005,0.289,0.06429163298287424,1.239005358213764
19,5,-0.041,-0.518,-0.005,0.289,1,1.0,-0.051,-0.331,0.001,0.173,0.06429163298287424,1.239005358213764
19,6,-0.051,-0.331,0.001,0.173,1,1.0,-0.058,-0.144,0.005,0.058,0.06429163298287424,1.239005358213764
19,7,-0.058,-0.144,0.005,0.058,0,1.0,-0.061,-0.331,0.006,0.174,0.06429163298287424,1.239005358213764
19,8,-0.061,-0.331,0.006,0.174,0,1.0,-0.068,-0.518,0.009,0.29,0.06429163298287424,1.239005358213764
19,9,-0.068,-0.518,0.009,0.29,1,1.0,-0.078,-0.331,0.015,0.176,0.06429163298287424,1.239005358213764
19,10,-0.078,-0.331,0.015,0.176,1,1.0,-0.085,-0.144,0.019,0.063,0.06429163298287424,1.239005358213764
19,11,-0.085,-0.144,0.019,0.063,0,1.0,-0.087,-0.331,0.02,0.18,0.06429163298287424,1.239005358213764
19,12,-0.087,-0.331,0.02,0.18,0,1.0,-0.094,-0.518,0.023,0.298,0.06429163298287424,1.239005358213764
19,13,-0.094,-0.518,0.023,0.298,0,1.0,-0.104,-0.706,0.029,0.416,0.06429163298287424,1.239005358213764
19,14,-0.104,-0.706,0.029,0.416,1,1.0,-0.119,-0.519,0.038,0.304,0.06429163298287424,1.239005358213764
19,15,-0.119,-0.519,0.038,0.304,1,1.0,-0.129,-0.332,0.044,0.194,0.06429163298287424,1.239005358213764
19,16,-0.129,-0.332,0.044,0.194,0,1.0,-0.136,-0.519,0.048,0.314,0.06429163298287424,1.239005358213764
19,17,-0.136,-0.519,0.048,0.314,1,1.0,-0.146,-0.332,0.054,0.205,0.06429163298287424,1.239005358213764
19,18,-0.146,-0.332,0.054,0.205,1,1.0,-0.153,-0.146,0.058,0.097,0.06429163298287424,1.239005358213764
19,19,-0.153,-0.146,0.058,0.097,0,1.0,-0.155,-0.333,0.06,0.219,0.06429163298287424,1.239005358213764
19,20,-0.155,-0.333,0.06,0.219,1,1.0,-0.162,-0.146,0.064,0.112,0.06429163298287424,1.239005358213764
19,21,-0.162,-0.146,0.064,0.112,0,1.0,-0.165,-0.334,0.067,0.234,0.06429163298287424,1.239005358213764
19,22,-0.165,-0.334,0.067,0.234,1,1.0,-0.172,-0.147,0.071,0.128,0.06429163298287424,1.239005358213764
19,23,-0.172,-0.147,0.071,0.128,1,1.0,-0.175,0.04,0.074,0.022,0.06429163298287424,1.239005358213764
19,24,-0.175,0.04,0.074,0.022,0,1.0,-0.174,-0.148,0.074,0.146,0.06429163298287424,1.239005358213764
19,25,-0.174,-0.148,0.074,0.146,1,1.0,-0.177,0.039,0.077,0.04,0.06429163298287424,1.239005358213764
19,26,-0.177,0.039,0.077,0.04,1,1.0,-0.176,0.225,0.078,-0.065,0.06429163298287424,1.239005358213764
19,27,-0.176,0.225,0.078,-0.065,0,1.0,-0.172,0.038,0.077,0.06,0.06429163298287424,1.239005358213764
19,28,-0.172,0.038,0.077,0.06,1,1.0,-0.171,0.224,0.078,-0.046,0.06429163298287424,1.239005358213764
19,29,-0.171,0.224,0.078,-0.046,1,1.0,-0.166,0.411,0.077,-0.151,0.06429163298287424,1.239005358213764
19,30,-0.166,0.411,0.077,-0.151,1,1.0,-0.158,0.598,0.074,-0.256,0.06429163298287424,1.239005358213764
19,31,-0.158,0.598,0.074,-0.256,0,1.0,-0.146,0.41,0.069,-0.132,0.06429163298287424,1.239005358213764
19,32,-0.146,0.41,0.069,-0.132,0,1.0,-0.138,0.223,0.066,-0.009,0.06429163298287424,1.239005358213764
19,33,-0.138,0.223,0.066,-0.009,0,1.0,-0.133,0.035,0.066,0.114,0.06429163298287424,1.239005358213764
19,34,-0.133,0.035,0.066,0.114,0,1.0,-0.133,-0.152,0.068,0.237,0.06429163298287424,1.239005358213764
19,35,-0.133,-0.152,0.068,0.237,0,1.0,-0.136,-0.339,0.073,0.361,0.06429163298287424,1.239005358213764
19,36,-0.136,-0.339,0.073,0.361,1,1.0,-0.143,-0.153,0.08,0.255,0.06429163298287424,1.239005358213764
19,37,-0.143,-0.153,0.08,0.255,1,1.0,-0.146,0.034,0.085,0.15,0.06429163298287424,1.239005358213764
19,38,-0.146,0.034,0.085,0.15,1,1.0,-0.145,0.22,0.088,0.046,0.06429163298287424,1.239005358213764
19,39,-0.145,0.22,0.088,0.046,1,1.0,-0.141,0.407,0.089,-0.057,0.06429163298287424,1.239005358213764
19,40,-0.141,0.407,0.089,-0.057,1,1.0,-0.132,0.593,0.088,-0.161,0.06429163298287424,1.239005358213764
19,41,-0.132,0.593,0.088,-0.161,0,1.0,-0.121,0.406,0.085,-0.035,0.06429163298287424,1.239005358213764
19,42,-0.121,0.406,0.085,-0.035,0,1.0,-0.112,0.218,0.084,0.09,0.06429163298287424,1.239005358213764
19,43,-0.112,0.218,0.084,0.09,0,1.0,-0.108,0.031,0.086,0.215,0.06429163298287424,1.239005358213764
19,44,-0.108,0.031,0.086,0.215,1,1.0,-0.107,0.217,0.09,0.111,0.06429163298287424,1.239005358213764
19,45,-0.107,0.217,0.09,0.111,1,1.0,-0.103,0.404,0.093,0.008,0.06429163298287424,1.239005358213764
19,46,-0.103,0.404,0.093,0.008,1,1.0,-0.095,0.59,0.093,-0.096,0.06429163298287424,1.239005358213764
19,47,-0.095,0.59,0.093,-0.096,0,1.0,-0.083,0.403,0.091,0.03,0.06429163298287424,1.239005358213764
19,48,-0.083,0.403,0.091,0.03,1,1.0,-0.075,0.589,0.091,-0.073,0.06429163298287424,1.239005358213764
19,49,-0.075,0.589,0.091,-0.073,1,1.0,-0.063,0.776,0.09,-0.176,0.06429163298287424,1.239005358213764
19,50,-0.063,0.776,0.09,-0.176,1,1.0,-0.048,0.962,0.086,-0.28,0.06429163298287424,1.239005358213764
19,51,-0.048,0.962,0.086,-0.28,0,1.0,-0.029,0.775,0.081,-0.154,0.06429163298287424,1.239005358213764
19,52,-0.029,0.775,0.081,-0.154,0,1.0,-0.013,0.587,0.078,-0.03,0.06429163298287424,1.239005358213764
19,53,-0.013,0.587,0.078,-0.03,0,1.0,-0.001,0.4,0.077,0.095,0.06429163298287424,1.239005358213764
19,54,-0.001,0.4,0.077,0.095,1,1.0,0.007,0.587,0.079,-0.01,0.06429163298287424,1.239005358213764
19,55,0.007,0.587,0.079,-0.01,0,1.0,0.018,0.399,0.079,0.114,0.06429163298287424,1.239005358213764
19,56,0.018,0.399,0.079,0.114,1,1.0,0.026,0.586,0.081,0.009,0.06429163298287424,1.239005358213764
19,57,0.026,0.586,0.081,0.009,0,1.0,0.038,0.398,0.081,0.134,0.06429163298287424,1.239005358213764
19,58,0.038,0.398,0.081,0.134,0,1.0,0.046,0.211,0.084,0.259,0.06429163298287424,1.239005358213764
19,59,0.046,0.211,0.084,0.259,0,1.0,0.05,0.023,0.089,0.384,0.06429163298287424,1.239005358213764
19,60,0.05,0.023,0.089,0.384,1,1.0,0.051,0.21,0.097,0.28,0.06429163298287424,1.239005358213764
19,61,0.051,0.21,0.097,0.28,1,1.0,0.055,0.396,0.103,0.178,0.06429163298287424,1.239005358213764
19,62,0.055,0.396,0.103,0.178,1,1.0,0.063,0.583,0.106,0.076,0.06429163298287424,1.239005358213764
19,63,0.063,0.583,0.106,0.076,0,1.0,0.074,0.395,0.108,0.204,0.06429163298287424,1.239005358213764
19,64,0.074,0.395,0.108,0.204,0,1.0,0.082,0.207,0.112,0.331,0.06429163298287424,1.239005358213764
19,65,0.082,0.207,0.112,0.331,1,1.0,0.087,0.394,0.118,0.231,0.06429163298287424,1.239005358213764
19,66,0.087,0.394,0.118,0.231,1,1.0,0.094,0.58,0.123,0.131,0.06429163298287424,1.239005358213764
19,67,0.094,0.58,0.123,0.131,1,1.0,0.106,0.766,0.126,0.032,0.06429163298287424,1.239005358213764
19,68,0.106,0.766,0.126,0.032,1,1.0,0.121,0.953,0.126,-0.066,0.06429163298287424,1.239005358213764
19,69,0.121,0.953,0.126,-0.066,0,1.0,0.14,0.765,0.125,0.063,0.06429163298287424,1.239005358213764
19,70,0.14,0.765,0.125,0.063,1,1.0,0.156,0.951,0.126,-0.035,0.06429163298287424,1.239005358213764
19,71,0.156,0.951,0.126,-0.035,0,1.0,0.175,0.764,0.125,0.094,0.06429163298287424,1.239005358213764
19,72,0.175,0.764,0.125,0.094,1,1.0,0.19,0.95,0.127,-0.004,0.06429163298287424,1.239005358213764
19,73,0.19,0.95,0.127,-0.004,1,1.0,0.209,1.136,0.127,-0.103,0.06429163298287424,1.239005358213764
19,74,0.209,1.136,0.127,-0.103,0,1.0,0.232,0.948,0.125,0.027,0.06429163298287424,1.239005358213764
19,75,0.232,0.948,0.125,0.027,1,1.0,0.251,1.135,0.126,-0.071,0.06429163298287424,1.239005358213764
19,76,0.251,1.135,0.126,-0.071,0,1.0,0.273,0.947,0.124,0.058,0.06429163298287424,1.239005358213764
19,77,0.273,0.947,0.124,0.058,1,1.0,0.292,1.133,0.125,-0.041,0.06429163298287424,1.239005358213764
19,78,0.292,1.133,0.125,-0.041,1,1.0,0.315,1.32,0.125,-0.139,0.06429163298287424,1.239005358213764
19,79,0.315,1.32,0.125,-0.139,1,1.0,0.341,1.506,0.122,-0.238,0.06429163298287424,1.239005358213764
19,80,0.341,1.506,0.122,-0.238,1,1.0,0.371,1.692,0.117,-0.337,0.06429163298287424,1.239005358213764
19,81,0.371,1.692,0.117,-0.337,1,1.0,0.405,1.879,0.11,-0.437,0.06429163298287424,1.239005358213764
19,82,0.405,1.879,0.11,-0.437,0,1.0,0.443,1.691,0.102,-0.309,0.06429163298287424,1.239005358213764
19,83,0.443,1.691,0.102,-0.309,1,1.0,0.477,1.877,0.095,-0.411,0.06429163298287424,1.239005358213764
19,84,0.477,1.877,0.095,-0.411,1,1.0,0.514,2.064,0.087,-0.513,0.06429163298287424,1.239005358213764
19,85,0.514,2.064,0.087,-0.513,0,1.0,0.556,1.876,0.077,-0.388,0.06429163298287424,1.239005358213764
19,86,0.556,1.876,0.077,-0.388,1,1.0,0.593,2.063,0.069,-0.493,0.06429163298287424,1.239005358213764
19,87,0.593,2.063,0.069,-0.493,1,1.0,0.634,2.25,0.059,-0.599,0.06429163298287424,1.239005358213764
19,88,0.634,2.25,0.059,-0.599,1,1.0,0.679,2.436,0.047,-0.707,0.06429163298287424,1.239005358213764
19,89,0.679,2.436,0.047,-0.707,1,1.0,0.728,2.623,0.033,-0.816,0.06429163298287424,1.239005358213764
19,90,0.728,2.623,0.033,-0.816,0,1.0,0.78,2.436,0.017,-0.697,0.06429163298287424,1.239005358213764
19,91,0.78,2.436,0.017,-0.697,1,1.0,0.829,2.623,0.003,-0.81,0.06429163298287424,1.239005358213764
19,92,0.829,2.623,0.003,-0.81,1,1.0,0.882,2.81,-0.013,-0.925,0.06429163298287424,1.239005358213764
19,93,0.882,2.81,-0.013,-0.925,0,1.0,0.938,2.623,-0.032,-0.811,0.06429163298287424,1.239005358213764
19,94,0.938,2.623,-0.032,-0.811,1,1.0,0.99,2.81,-0.048,-0.93,0.06429163298287424,1.239005358213764
19,95,0.99,2.81,-0.048,-0.93,1,1.0,1.047,2.997,-0.067,-1.051,0.06429163298287424,1.239005358213764
19,96,1.047,2.997,-0.067,-1.051,0,1.0,1.106,2.811,-0.088,-0.944,0.06429163298287424,1.239005358213764
19,97,1.106,2.811,-0.088,-0.944,1,1.0,1.163,2.998,-0.106,-1.07,0.06429163298287424,1.239005358213764
19,98,1.163,2.998,-0.106,-1.07,0,1.0,1.223,2.812,-0.128,-0.968,0.06429163298287424,1.239005358213764
19,99,1.223,2.812,-0.128,-0.968,0,1.0,1.279,2.625,-0.147,-0.87,0.06429163298287424,1.239005358213764
19,100,1.279,2.625,-0.147,-0.87,0,1.0,1.331,2.439,-0.165,-0.774,0.06429163298287424,1.239005358213764
19,101,1.331,2.439,-0.165,-0.774,1,1.0,1.38,2.627,-0.18,-0.908,0.06429163298287424,1.239005358213764
19,102,1.38,2.627,-0.18,-0.908,1,1.0,1.433,2.814,-0.198,-1.043,0.06429163298287424,1.239005358213764
19,103,1.433,2.814,-0.198,-1.043,0,1.0,1.489,2.629,-0.219,-0.955,0.06429163298287424,1.239005358213764
20,0,-0.022,-0.004,-0.038,0.002,0,1.0,-0.022,-0.282,-0.038,2.119,0.41822279773104926,0.08633907571504458
20,1,-0.022,-0.282,-0.038,2.119,1,1.0,-0.028,0.004,0.005,-0.176,0.41822279773104926,0.08633907571504458
20,2,-0.028,0.004,0.005,-0.176,1,1.0,-0.028,0.286,0.001,-2.374,0.41822279773104926,0.08633907571504458
20,3,-0.028,0.286,0.001,-2.374,0,1.0,-0.022,0.003,-0.046,-0.162,0.41822279773104926,0.08633907571504458
20,4,-0.022,0.003,-0.046,-0.162,0,1.0,-0.022,-0.273,-0.05,1.932,0.41822279773104926,0.08633907571504458
20,5,-0.022,-0.273,-0.05,1.932,1,1.0,-0.027,0.014,-0.011,-0.388,0.41822279773104926,0.08633907571504458
20,6,-0.027,0.014,-0.011,-0.388,0,1.0,-0.027,-0.268,-0.019,1.795,0.41822279773104926,0.08633907571504458
20,7,-0.027,-0.268,-0.019,1.795,1,1.0,-0.032,0.017,0.017,-0.458,0.41822279773104926,0.08633907571504458
20,8,-0.032,0.017,0.017,-0.458,1,1.0,-0.032,0.297,0.008,-2.626,0.41822279773104926,0.08633907571504458
20,9,-0.032,0.297,0.008,-2.626,1,1.0,-0.026,0.578,-0.045,-4.817,0.41822279773104926,0.08633907571504458
20,10,-0.026,0.578,-0.045,-4.817,0,1.0,-0.015,0.3,-0.141,-2.706,0.41822279773104926,0.08633907571504458
20,11,-0.015,0.3,-0.141,-2.706,0,1.0,-0.009,0.034,-0.195,-0.856,0.41822279773104926,0.08633907571504458
20,12,-0.009,0.034,-0.195,-0.856,1,1.0,-0.008,0.331,-0.212,-3.445,0.41822279773104926,0.08633907571504458
21,0,0.028,0.011,0.021,-0.041,1,1.0,0.028,0.21,0.02,-0.429,0.3094422912440924,0.43572164099422683
21,1,0.028,0.21,0.02,-0.429,1,1.0,0.033,0.409,0.012,-0.817,0.3094422912440924,0.43572164099422683
21,2,0.033,0.409,0.012,-0.817,1,1.0,0.041,0.609,-0.005,-1.208,0.3094422912440924,0.43572164099422683
21,3,0.041,0.609,-0.005,-1.208,1,1.0,0.053,0.809,-0.029,-1.607,0.3094422912440924,0.43572164099422683
21,4,0.053,0.809,-0.029,-1.607,1,1.0,0.069,1.009,-0.061,-2.015,0.3094422912440924,0.43572164099422683
21,5,0.069,1.009,-0.061,-2.015,0,1.0,0.089,0.811,-0.101,-1.646,0.3094422912440924,0.43572164099422683
21,6,0.089,0.811,-0.101,-1.646,0,1.0,0.105,0.613,-0.134,-1.295,0.3094422912440924,0.43572164099422683
21,7,0.105,0.613,-0.134,-1.295,1,1.0,0.118,0.814,-0.16,-1.742,0.3094422912440924,0.43572164099422683
21,8,0.118,0.814,-0.16,-1.742,1,1.0,0.134,1.016,-0.195,-2.198,0.3094422912440924,0.43572164099422683
21,9,0.134,1.016,-0.195,-2.198,0,1.0,0.154,0.82,-0.239,-1.893,0.3094422912440924,0.43572164099422683
22,0,-0.013,-0.03,-0.041,0.015,1,1.0,-0.014,0.166,-0.041,-0.304,0.18592464093258346,0.509421113235871
22,1,-0.014,0.166,-0.041,-0.304,0,1.0,-0.011,-0.029,-0.047,-0.012,0.18592464093258346,0.509421113235871
22,2,-0.011,-0.029,-0.047,-0.012,1,1.0,-0.011,0.168,-0.047,-0.333,0.18592464093258346,0.509421113235871
22,3,-0.011,0.168,-0.047,-0.333,1,1.0,-0.008,0.364,-0.054,-0.655,0.18592464093258346,0.509421113235871
22,4,-0.008,0.364,-0.054,-0.655,1,1.0,-0.001,0.56,-0.067,-0.979,0.18592464093258346,0.509421113235871
22,5,-0.001,0.56,-0.067,-0.979,0,1.0,0.011,0.366,-0.087,-0.695,0.18592464093258346,0.509421113235871
22,6,0.011,0.366,-0.087,-0.695,0,1.0,0.018,0.171,-0.1,-0.418,0.18592464093258346,0.509421113235871
22,7,0.018,0.171,-0.1,-0.418,1,1.0,0.021,0.368,-0.109,-0.756,0.18592464093258346,0.509421113235871
22,8,0.021,0.368,-0.109,-0.756,0,1.0,0.029,0.174,-0.124,-0.488,0.18592464093258346,0.509421113235871
22,9,0.029,0.174,-0.124,-0.488,0,1.0,0.032,-0.019,-0.134,-0.225,0.18592464093258346,0.509421113235871
22,10,0.032,-0.019,-0.134,-0.225,0,1.0,0.032,-0.213,-0.138,0.034,0.18592464093258346,0.509421113235871
22,11,0.032,-0.213,-0.138,0.034,0,1.0,0.028,-0.406,-0.137,0.292,0.18592464093258346,0.509421113235871
22,12,0.028,-0.406,-0.137,0.292,0,1.0,0.019,-0.6,-0.132,0.549,0.18592464093258346,0.509421113235871
22,13,0.019,-0.6,-0.132,0.549,1,1.0,0.007,-0.402,-0.121,0.203,0.18592464093258346,0.509421113235871
22,14,0.007,-0.402,-0.121,0.203,0,1.0,-0.001,-0.596,-0.117,0.467,0.18592464093258346,0.509421113235871
22,15,-0.001,-0.596,-0.117,0.467,1,1.0,-0.012,-0.399,-0.107,0.125,0.18592464093258346,0.509421113235871
22,16,-0.012,-0.399,-0.107,0.125,0,1.0,-0.02,-0.593,-0.105,0.394,0.18592464093258346,0.509421113235871
22,17,-0.02,-0.593,-0.105,0.394,1,1.0,-0.032,-0.396,-0.097,0.055,0.18592464093258346,0.509421113235871
22,18,-0.032,-0.396,-0.097,0.055,0,1.0,-0.04,-0.59,-0.096,0.328,0.18592464093258346,0.509421113235871
22,19,-0.04,-0.59,-0.096,0.328,0,1.0,-0.052,-0.784,-0.089,0.601,0.18592464093258346,0.509421113235871
22,20,-0.052,-0.784,-0.089,0.601,0,1.0,-0.068,-0.978,-0.077,0.877,0.18592464093258346,0.509421113235871
22,21,-0.068,-0.978,-0.077,0.877,1,1.0,-0.087,-0.781,-0.06,0.546,0.18592464093258346,0.509421113235871
22,22,-0.087,-0.781,-0.06,0.546,0,1.0,-0.103,-0.976,-0.049,0.832,0.18592464093258346,0.509421113235871
22,23,-0.103,-0.976,-0.049,0.832,1,1.0,-0.122,-0.78,-0.032,0.51,0.18592464093258346,0.509421113235871
22,24,-0.122,-0.78,-0.032,0.51,1,1.0,-0.138,-0.584,-0.022,0.193,0.18592464093258346,0.509421113235871
22,25,-0.138,-0.584,-0.022,0.193,0,1.0,-0.15,-0.779,-0.018,0.492,0.18592464093258346,0.509421113235871
22,26,-0.15,-0.779,-0.018,0.492,1,1.0,-0.165,-0.583,-0.008,0.18,0.18592464093258346,0.509421113235871
22,27,-0.165,-0.583,-0.008,0.18,0,1.0,-0.177,-0.779,-0.005,0.484,0.18592464093258346,0.509421113235871
22,28,-0.177,-0.779,-0.005,0.484,0,1.0,-0.193,-0.974,0.005,0.789,0.18592464093258346,0.509421113235871
22,29,-0.193,-0.974,0.005,0.789,1,1.0,-0.212,-0.779,0.021,0.484,0.18592464093258346,0.509421113235871
22,30,-0.212,-0.779,0.021,0.484,1,1.0,-0.228,-0.583,0.031,0.184,0.18592464093258346,0.509421113235871
22,31,-0.228,-0.583,0.031,0.184,0,1.0,-0.239,-0.779,0.034,0.501,0.18592464093258346,0.509421113235871
22,32,-0.239,-0.779,0.034,0.501,0,1.0,-0.255,-0.976,0.044,0.818,0.18592464093258346,0.509421113235871
22,33,-0.255,-0.976,0.044,0.818,0,1.0,-0.274,-1.172,0.061,1.139,0.18592464093258346,0.509421113235871
22,34,-0.274,-1.172,0.061,1.139,1,1.0,-0.298,-0.977,0.083,0.853,0.18592464093258346,0.509421113235871
22,35,-0.298,-0.977,0.083,0.853,0,1.0,-0.317,-1.174,0.1,1.186,0.18592464093258346,0.509421113235871
22,36,-0.317,-1.174,0.1,1.186,1,1.0,-0.341,-0.98,0.124,0.914,0.18592464093258346,0.509421113235871
22,37,-0.341,-0.98,0.124,0.914,0,1.0,-0.36,-1.177,0.142,1.258,0.18592464093258346,0.509421113235871
22,38,-0.36,-1.177,0.142,1.258,0,1.0,-0.384,-1.374,0.168,1.607,0.18592464093258346,0.509421113235871
22,39,-0.384,-1.374,0.168,1.607,0,1.0,-0.411,-1.572,0.2,1.963,0.18592464093258346,0.509421113235871
22,40,-0.411,-1.572,0.2,1.963,0,1.0,-0.443,-1.769,0.239,2.326,0.18592464093258346,0.509421113235871
23,0,0.019,0.014,-0.037,-0.039,1,1.0,0.02,0.208,-0.038,-0.31,0.2125978932043111,0.6111562190979459
23,1,0.02,0.208,-0.038,-0.31,0,1.0,0.024,0.015,-0.044,-0.06,0.2125978932043111,0.6111562190979459
23,2,0.024,0.015,-0.044,-0.06,1,1.0,0.024,0.209,-0.045,-0.333,0.2125978932043111,0.6111562190979459
23,3,0.024,0.209,-0.045,-0.333,0,1.0,0.028,0.016,-0.052,-0.085,0.2125978932043111,0.6111562190979459
23,4,0.028,0.016,-0.052,-0.085,0,1.0,0.029,-0.177,-0.054,0.161,0.2125978932043111,0.6111562190979459
23,5,0.029,-0.177,-0.054,0.161,1,1.0,0.025,0.018,-0.05,-0.115,0.2125978932043111,0.6111562190979459
23,6,0.025,0.018,-0.05,-0.115,0,1.0,0.025,-0.175,-0.053,0.132,0.2125978932043111,0.6111562190979459
23,7,0.025,-0.175,-0.053,0.132,1,1.0,0.022,0.019,-0.05,-0.143,0.2125978932043111,0.6111562190979459
23,8,0.022,0.019,-0.05,-0.143,1,1.0,0.022,0.213,-0.053,-0.418,0.2125978932043111,0.6111562190979459
23,9,0.022,0.213,-0.053,-0.418,1,1.0,0.027,0.407,-0.061,-0.693,0.2125978932043111,0.6111562190979459
23,10,0.027,0.407,-0.061,-0.693,0,1.0,0.035,0.215,-0.075,-0.45,0.2125978932043111,0.6111562190979459
23,11,0.035,0.215,-0.075,-0.45,0,1.0,0.039,0.022,-0.084,-0.211,0.2125978932043111,0.6111562190979459
23,12,0.039,0.022,-0.084,-0.211,0,1.0,0.039,-0.171,-0.088,0.025,0.2125978932043111,0.6111562190979459
23,13,0.039,-0.171,-0.088,0.025,0,1.0,0.036,-0.363,-0.088,0.259,0.2125978932043111,0.6111562190979459
23,14,0.036,-0.363,-0.088,0.259,1,1.0,0.029,-0.168,-0.083,-0.025,0.2125978932043111,0.6111562190979459
23,15,0.029,-0.168,-0.083,-0.025,1,1.0,0.025,0.026,-0.083,-0.308,0.2125978932043111,0.6111562190979459
23,16,0.025,0.026,-0.083,-0.308,0,1.0,0.026,-0.166,-0.089,-0.071,0.2125978932043111,0.6111562190979459
23,17,0.026,-0.166,-0.089,-0.071,0,1.0,0.023,-0.359,-0.091,0.163,0.2125978932043111,0.6111562190979459
23,18,0.023,-0.359,-0.091,0.163,0,1.0,0.015,-0.551,-0.088,0.397,0.2125978932043111,0.6111562190979459
23,19,0.015,-0.551,-0.088,0.397,1,1.0,0.004,-0.356,-0.08,0.113,0.2125978932043111,0.6111562190979459
23,20,0.004,-0.356,-0.08,0.113,1,1.0,-0.003,-0.162,-0.077,-0.169,0.2125978932043111,0.6111562190979459
23,21,-0.003,-0.162,-0.077,-0.169,1,1.0,-0.006,0.033,-0.081,-0.451,0.2125978932043111,0.6111562190979459
23,22,-0.006,0.033,-0.081,-0.451,0,1.0,-0.005,-0.16,-0.09,-0.214,0.2125978932043111,0.6111562190979459
23,23,-0.005,-0.16,-0.09,-0.214,0,1.0,-0.008,-0.352,-0.094,0.021,0.2125978932043111,0.6111562190979459
23,24,-0.008,-0.352,-0.094,0.021,0,1.0,-0.015,-0.545,-0.094,0.254,0.2125978932043111,0.6111562190979459
23,25,-0.015,-0.545,-0.094,0.254,1,1.0,-0.026,-0.35,-0.089,-0.032,0.2125978932043111,0.6111562190979459
23,26,-0.026,-0.35,-0.089,-0.032,1,1.0,-0.033,-0.155,-0.089,-0.316,0.2125978932043111,0.6111562190979459
23,27,-0.033,-0.155,-0.089,-0.316,0,1.0,-0.036,-0.348,-0.096,-0.082,0.2125978932043111,0.6111562190979459
23,28,-0.036,-0.348,-0.096,-0.082,0,1.0,-0.043,-0.54,-0.097,0.151,0.2125978932043111,0.6111562190979459
23,29,-0.043,-0.54,-0.097,0.151,1,1.0,-0.054,-0.345,-0.094,-0.136,0.2125978932043111,0.6111562190979459
23,30,-0.054,-0.345,-0.094,-0.136,0,1.0,-0.061,-0.538,-0.097,0.097,0.2125978932043111,0.6111562190979459
23,31,-0.061,-0.538,-0.097,0.097,1,1.0,-0.072,-0.343,-0.095,-0.189,0.2125978932043111,0.6111562190979459
23,32,-0.072,-0.343,-0.095,-0.189,0,1.0,-0.079,-0.535,-0.099,0.044,0.2125978932043111,0.6111562190979459
23,33,-0.079,-0.535,-0.099,0.044,1,1.0,-0.089,-0.34,-0.098,-0.243,0.2125978932043111,0.6111562190979459
23,34,-0.089,-0.34,-0.098,-0.243,0,1.0,-0.096,-0.533,-0.103,-0.011,0.2125978932043111,0.6111562190979459
23,35,-0.096,-0.533,-0.103,-0.011,1,1.0,-0.107,-0.338,-0.103,-0.299,0.2125978932043111,0.6111562190979459
23,36,-0.107,-0.338,-0.103,-0.299,1,1.0,-0.114,-0.143,-0.109,-0.587,0.2125978932043111,0.6111562190979459
23,37,-0.114,-0.143,-0.109,-0.587,0,1.0,-0.117,-0.335,-0.121,-0.359,0.2125978932043111,0.6111562190979459
23,38,-0.117,-0.335,-0.121,-0.359,1,1.0,-0.123,-0.14,-0.128,-0.651,0.2125978932043111,0.6111562190979459
23,39,-0.123,-0.14,-0.128,-0.651,1,1.0,-0.126,0.055,-0.141,-0.945,0.2125978932043111,0.6111562190979459
23,40,-0.126,0.055,-0.141,-0.945,0,1.0,-0.125,-0.137,-0.16,-0.727,0.2125978932043111,0.6111562190979459
23,41,-0.125,-0.137,-0.16,-0.727,0,1.0,-0.128,-0.328,-0.174,-0.514,0.2125978932043111,0.6111562190979459
23,42,-0.128,-0.328,-0.174,-0.514,0,1.0,-0.134,-0.519,-0.185,-0.307,0.2125978932043111,0.6111562190979459
23,43,-0.134,-0.519,-0.185,-0.307,0,1.0,-0.145,-0.71,-0.191,-0.103,0.2125978932043111,0.6111562190979459
23,44,-0.145,-0.71,-0.191,-0.103,0,1.0,-0.159,-0.901,-0.193,0.098,0.2125978932043111,0.6111562190979459
23,45,-0.159,-0.901,-0.193,0.098,0,1.0,-0.177,-1.092,-0.191,0.299,0.2125978932043111,0.6111562190979459
23,46,-0.177,-1.092,-0.191,0.299,1,1.0,-0.199,-0.896,-0.185,-0.008,0.2125978932043111,0.6111562190979459
